,0
0,0.09138902762380043
1,6.949947655247552e-05
2,-0.0008501106736318383
3,-0.0028184514021468376
4,0.016203816784664277
5,-50.31397010603611
6,33.792509122344796
7,1.029378515362923
8,1.0375637301431313
9,0.1083697843723204
10,-0.09656969040122945
