index,soc_fil,MLP,PWL
5,46.00000000000001,46.00000000000001,46.00000000000001
6,46.00000000000001,46.021715991199024,46.018786930441564
7,46.00000000000001,46.04448980093003,46.03854381096794
8,46.00000000000001,46.066540025174625,46.057637208199054
9,46.00000000000001,46.08823168277741,46.07640183378911
10,46.00000000000001,46.10820100456477,46.093587172483424
11,46.00000000000001,46.12473779171706,46.10762508020054
12,46.00000000000001,46.13963322713972,46.120157972709706
13,46.00000000000001,46.15545829758049,46.13354328294851
14,46.00000000000001,46.174491990357645,46.14987070828674
15,46.00000000000001,46.19557287916542,46.16807529095694
16,46.00000000000001,46.21648871153594,46.186128524285365
17,46.00000000000001,46.23432225733996,46.201355483545775
18,46.00000000000001,46.24811692535878,46.2128790443077
19,46.00000000000001,46.25962921604515,46.22230979937558
20,46.00000000000001,46.269876323640354,46.23058045871652
21,46.00000000000001,46.280141357332475,46.23886755717195
22,46.00000000000001,46.29119101539255,46.24787410883436
23,46.00000000000001,46.30399913713337,46.25849306732834
24,46.00000000000001,46.31791223213077,46.27012521124895
25,46.00003345814479,46.32999267801643,46.28007693186282
26,46.00021817451026,46.3378229700029,46.28613151928492
27,46.001141439731086,46.3432478606701,46.28998049897383
28,46.004633784836436,46.3482204861939,46.29341478050665
29,46.01485759322499,46.35166551172734,46.29544834900164
30,46.038121734725095,46.35487603023649,46.29726689085934
31,46.079700032144274,46.36181448400021,46.30250371404109
32,46.13938596049611,46.37258729338647,46.31125641586081
33,46.21049116828246,46.38219971954823,46.318945107552096
34,46.28240745105349,46.38726132363082,46.32246097982654
35,46.34115611958727,46.393133785575635,46.32672035653781
36,46.368898428657246,46.402964420616634,46.334609138786554
37,46.35112442092483,46.410485733300455,46.3403804128938
38,46.290752835163936,46.413264911621816,46.34180343575038
39,46.214737298603765,46.41526772826911,46.34251458627566
40,46.16259173256908,46.417493667453535,46.34343033030238
41,46.16351499778991,46.416584011167295,46.34256149954401
42,46.21933762529541,46.418673306703575,46.34335194447741
43,46.305610428388924,46.425200939178474,46.348212075167446
44,46.38924615564993,46.43367220833898,46.35485440509842
45,46.448631918946305,46.44268318638206,46.36199160950335
46,46.480793712738404,46.45294540748001,46.37027612698438
47,46.49425823357727,46.465133439749486,46.38032649418238
48,46.49864038575866,46.47969515249134,46.392553380062736
49,46.499748367344964,46.49390476942063,46.404457419347025
50,46.499966541855215,46.50446408241988,46.41301435524182
51,46.5,46.51035171747208,46.4172876465149
52,46.5,46.51419074088336,46.419682484568355
53,46.5,46.519686628133066,46.42359656420729
54,46.500033458144785,46.528475802391775,46.43053038740191
55,46.500251632655036,46.540367424488075,46.44030896498832
56,46.50135961424134,46.553425688296564,46.45115728303892
57,46.50574176642273,46.56473134830595,46.460398569244056
58,46.51923974540638,46.57552320882679,46.469168738953684
59,46.551619713708746,46.58792214468122,46.47941249774321
60,46.61211345859142,46.599713452160366,46.489099094518735
61,46.70013133803381,46.60999079421163,46.49739748120087
62,46.79986866196619,46.61931591108442,46.50482273176704
63,46.887886541408584,46.627550341188915,46.511247892186745
64,46.948380286291254,46.638089571148164,46.51978640843286
65,46.98076025459362,46.65388505533338,46.53314458720971
66,46.99425823357727,46.67303721606732,46.549580634519835
67,46.99864038575866,46.693547066301115,46.567261608357654
68,46.999748367344964,46.713422704488046,46.58436104182148
69,46.999966541855215,46.73056735098363,46.59895632731015
70,47.0,46.74407714232803,46.61021866673746
71,47.0,46.75338093936444,46.617624370101126
72,47.0,46.75779666379095,46.62054801210462
73,47.0,46.7586318589747,46.62059298157102
74,47.0,46.75944937020541,46.62062869404237
75,47.0,46.76161515712739,46.62148927867726
76,47.0,46.76430212333799,46.62282775133297
77,47.0,46.76739669963718,46.62453997626656
78,47.0,46.77089582011104,46.62662314185781
79,47.0,46.77624837681652,46.630405801542196
80,47.0,46.78498225659133,46.63728892437525
81,47.0,46.79593954980374,46.64621078146141
82,47.0,46.80670518800617,46.6549569042983
83,47.0,46.817019071429975,46.66328879182772
84,47.0,46.82639434561134,46.670760041274974
85,47.0,46.83594314381481,46.678390400761785
86,47.0,46.84796134009958,46.68828503950825
87,47.0,46.864289846271284,46.70213197345483
88,47.0,46.885895568877466,46.720817796320944
89,47.0,46.91328830644489,46.7448099571013
90,47.0,46.94323904439808,46.771147643248035
91,47.0,46.96953749284149,46.794136407067526
92,47.0,46.98962319642306,46.811428459758936
93,47.0,47.005764499306686,46.8251037348548
94,47.0,47.02114491909743,46.838081332077465
95,47.0,47.03793158382178,46.85234836355853
96,47.0,47.05744300782681,46.86911384370492
97,47.0,47.0804208777845,46.8890578378548
98,47.0,47.10654592886568,46.91188760221756
99,47.0,47.13285173103214,46.93488311036368
100,47.0,47.156158622354276,46.95512879675725
101,47.0,47.17858153209091,46.97456392959572
102,47.0,47.20338165014983,46.99617881681852
103,47.0,47.22928431630135,47.018804666673475
104,47.00003345814479,47.255522094666965,47.04173779932587
105,47.00025163265504,47.28310546278954,47.06590475373762
106,47.00135961424134,47.31150350719691,47.09081871957396
107,47.00574176642273,47.33977636694909,47.1156178996431
108,47.01923974540638,47.36670187860728,47.13918164246227
109,47.051619713708746,47.39077427238227,47.160129243724015
110,47.11211345859142,47.413102895021446,47.17947791538284
111,47.20013133803381,47.43489721789957,47.19833667521278
112,47.29986866196619,47.45420781150461,47.214917999558025
113,47.387919999553375,47.46902196854354,47.2273763667883
114,47.448631918946305,47.48455728590489,47.240495994519335
115,47.48211986883496,47.50667130947114,47.259647888239215
116,47.5,47.53463929146529,47.28416751285211
117,47.51788013116504,47.56473633646966,47.31063936063074
118,47.55136808105371,47.5933385565877,47.33574053992853
119,47.61208000044664,47.617365714162595,47.35664666598422
120,47.70013133803381,47.63569342345,47.37232675235715
121,47.79986866196619,47.6463608853519,47.380982852549394
122,47.887886541408584,47.64843807369471,47.38176219590831
123,47.948380286291254,47.6455662958324,47.37986577994495
124,47.98076025459362,47.64724752306939,47.38035382701971
125,47.99425823357727,47.65041883662344,47.38213641902684
126,47.99864038575866,47.65269914641977,47.38310201635744
127,47.999748367344964,47.6526737138629,47.38269626679093
128,47.999966541855215,47.650594681501396,47.38121501977929
129,48.0,47.647374924272306,47.379136361879844
130,48.0,47.644750040024526,47.37736924563474
131,48.0,47.64460267126561,47.376899631060994
132,48.0,47.64807308465243,47.37895647628755
133,48.0,47.65512542426587,47.38429773252716
134,48.0,47.66290232911707,47.39030336596606
135,48.0,47.66955120489002,47.395274668236475
136,48.0,47.67666970565916,47.40067658725775
137,48.0,47.6841659359634,47.40642486433983
138,48.0,47.69074261561037,47.4113299639723
139,48.0,47.696921102702625,47.415869945513776
140,48.0,47.7035408243537,47.42081451476233
141,48.0,47.71188972517849,47.427344637180255
142,48.0,47.72410750016571,47.43742227533847
143,48.0,47.73957487940789,47.45047960671508
144,48.0,47.75501251220704,47.46350966549459
145,48.0,47.769276853650815,47.475463882090345
146,48.0,47.78137208893896,47.485429169253635
147,48.0,47.79043848812581,47.49261719138671
148,48.0,47.79749626666308,47.49796342854343
149,48.0,47.80499546974898,47.503714430081814
150,48.0,47.81551223620773,47.51223235738236
151,48.0,47.829324577003725,47.5237721234191
152,48.0,47.8445108793676,47.53657173020146
153,48.0,47.85903431102634,47.548763518332066
154,48.0,47.87185831740499,47.5593970376948
155,48.0,47.88285326212645,47.56835341687649
156,48.0,47.894213501364,47.577644748525714
157,48.0,47.9077902622521,47.58896849418319
158,48.0,47.92477628961206,47.60341832653951
159,48.0,47.94402384012938,47.61994183959602
160,48.0,47.962792851030834,47.63602656437349
161,48.0,47.98060044646264,47.65122973082589
162,48.0,47.998665560036905,47.666669028360225
163,48.0,48.01708937063814,47.68243722678648
164,48.0,48.03421874716879,47.69701850793291
165,48.0,48.04971409961582,47.71010149469923
166,48.0,48.06413203850389,47.72219655630864
167,48.0,48.07917794957758,47.734867430146664
168,48.0,48.096576329320676,47.749695373395824
169,48.0,48.1167257167399,47.76704581654019
170,48.0,48.13702432438732,47.78453309188139
171,48.0,48.15570961683989,47.800541051634205
172,48.0,48.17420496419073,47.816374846841526
173,48.0,48.193680007010705,47.833106955391514
174,48.0,48.21243599057198,47.84917974399846
175,48.0,48.23021513596178,47.8643568307096
176,48.0,48.249348696321256,47.88077582953834
177,48.0,48.269395288079984,47.89803202680047
178,48.0,48.28804405033589,47.91400648734288
179,48.00003345814479,48.306699756532915,47.9299873239745
180,48.00025163265504,48.326832618564374,47.94732262389202
181,48.00135961424134,48.34632202237845,47.96406791052896
182,48.00574176642273,48.364317681640394,47.97944351973064
183,48.01923974540638,48.38161575421692,47.99417948380578
184,48.051619713708746,48.39857383817435,48.008603706053215
185,48.11211345859142,48.41652424633504,48.02393783143831
186,48.20013133803381,48.43472699448467,48.0395033322174
187,48.29986866196619,48.44987854734064,48.052271070168246
188,48.387886541408584,48.46170199662448,48.06198713931018
189,48.448380286291254,48.47343135252596,48.071616935561565
190,48.48076025459362,48.48801607638598,48.08386492482706
191,48.494291691722054,48.50476153194905,48.09809417482192
192,48.4988920184137,48.520672153681524,48.111557929794635
193,48.5011079815863,48.53507690504194,48.123640895779985
194,48.505708308277946,48.54883525893093,48.13513115750487
195,48.51923974540638,48.56262449920178,48.146649733569916
196,48.551619713708746,48.57711353898049,48.158809984909766
