index,soc_fil,CC,EPWL
2020-12-11 00:03:00,35.92662153927234,35.92662153927234,35.92662153927234
2020-12-11 00:04:00,36.33998710569521,36.29380722768446,36.302928859911006
2020-12-11 00:05:00,36.7780862938292,36.67331554729233,36.69177870797761
2020-12-11 00:06:00,37.228796912324626,37.06464502138216,37.09266065795205
2020-12-11 00:07:00,37.67858100714538,37.46953913837278,37.50734931064531
2020-12-11 00:08:00,38.12157274562063,37.885684047663,37.933489525002805
2020-12-11 00:09:00,38.56071191939293,38.31739683852795,38.37547542836488
2020-12-11 00:10:00,39.00000000000001,38.76235285221993,38.830940878660044
2020-12-11 00:11:00,39.43928808060707,39.19590454571519,39.274798499702506
2020-12-11 00:12:00,39.878427254379375,39.59673380051573,39.685349753109854
2020-12-11 00:13:00,40.321452450999416,39.98414711953034,40.082245664578174
2020-12-11 00:14:00,40.77142126218564,40.390089721729886,40.49800151260349
2020-12-11 00:15:00,41.223021687757104,40.8140378770129,40.93208422116834
2020-12-11 00:16:00,41.66439504648619,41.242353761858304,41.3706126010321
2020-12-11 00:17:00,42.08687643971132,41.669895640966274,41.80835316309649
2020-12-11 00:18:00,42.49098406298218,42.09720093535472,42.24585291860857
2020-12-11 00:19:00,42.88251856676267,42.516725067080976,42.67543265731892
2020-12-11 00:20:00,43.264633443321074,42.91281760688874,43.081162669485536
2020-12-11 00:21:00,43.63649944441613,43.27528273881207,43.452665195734504
2020-12-11 00:22:00,44.0,43.60791976291439,43.79380733429308
2020-12-11 00:23:00,44.3634336392943,43.92619449441,44.1203308864405
2020-12-11 00:24:00,44.73489674951365,44.24424604297216,44.44662727297534
2020-12-11 00:25:00,45.1150138374097,44.576036612834685,44.78690785239525
2020-12-11 00:26:00,45.498858560268914,44.93324109874009,45.15305585687687
2020-12-11 00:27:00,45.88016766138841,45.30362862483366,45.532622151699
2020-12-11 00:28:00,46.250463831771626,45.658071532170716,45.89595929749406
2020-12-11 00:29:00,46.59977078207716,45.97971221309686,46.225908864133274
2020-12-11 00:30:00,46.92579010162343,46.26693878102796,46.52083020106311
2020-12-11 00:31:00,47.24199472625282,46.530952994489866,46.79212496117084
2020-12-11 00:32:00,47.5707533356825,46.80863711381766,47.07733356537052
2020-12-11 00:33:00,47.927981153513684,47.13360519719538,47.410669911655226
2020-12-11 00:34:00,48.31662307441067,47.50217450695796,47.78838554424142
2020-12-11 00:35:00,48.73337340739235,47.89879923246384,48.1946572389115
2020-12-11 00:36:00,49.17822913504153,48.3168635831728,48.62275114694516
2020-12-11 00:37:00,49.655369919196545,48.75914537090065,49.075494649957264
2020-12-11 00:38:00,50.16429480703738,49.228608017710556,49.555904052007975
2020-12-11 00:39:00,50.69432840744642,49.72445966040551,50.063173359173604
2020-12-11 00:40:00,51.23232271557475,50.24792438601497,50.59802928002213
2020-12-11 00:41:00,51.7737041416478,50.80176528733993,51.158153408570804
2020-12-11 00:42:00,52.321888800019906,51.37863247729424,51.73743179304357
2020-12-11 00:43:00,52.878494170668944,51.95421201927837,52.315639056626736
2020-12-11 00:44:00,53.439254622462286,52.49709582703963,52.86664860411192
2020-12-11 00:45:00,53.999748367344964,52.99893144579942,53.38000867085066
2020-12-11 00:46:00,54.559318847006814,53.48061259522628,53.8728546135855
2020-12-11 00:47:00,55.115545888398074,53.97669706201255,54.38036089956716
2020-12-11 00:48:00,55.65773001484263,54.51264389579331,54.92559997413333
