index,soc_fil,CC,EPWL
2021-06-28 00:04:00,44.70009787988903,44.70009787988903,44.70009787988903
2021-06-28 00:05:00,44.79986866196619,44.71955135474146,44.72182930039343
2021-06-28 00:06:00,44.887886541408584,44.73578803984318,44.74037997346413
2021-06-28 00:07:00,44.94838028629126,44.75180363010486,44.75871202893792
2021-06-28 00:08:00,44.98076025459362,44.76991996310805,44.77912128951424
2021-06-28 00:09:00,44.99425823357727,44.79276381215989,44.80420509698508
2021-06-28 00:10:00,44.99864038575866,44.81976965590164,44.83340426633995
2021-06-28 00:11:00,44.999748367344964,44.84555360701797,44.86139523368792
2021-06-28 00:12:00,44.999966541855215,44.86562663732664,44.883739267878696
2021-06-28 00:13:00,45.00000000000001,44.8807227012665,44.90116209980509
2021-06-28 00:14:00,45.00000000000001,44.89351071267433,44.91630273962787
2021-06-28 00:15:00,45.00000000000001,44.904836944708514,44.92999797849139
2021-06-28 00:16:00,45.00000000000001,44.91558826078105,44.943124743002755
2021-06-28 00:17:00,45.00000000000001,44.92693205575008,44.95683734801834
2021-06-28 00:18:00,45.00000000000001,44.93820308859347,44.97047800616691
2021-06-28 00:19:00,45.00000000000001,44.947278677245876,44.98194781883988
2021-06-28 00:20:00,45.00000000000001,44.952047443301375,44.989159064436926
2021-06-28 00:21:00,45.00000000000001,44.95069793322166,44.99032058573619
2021-06-28 00:22:00,45.00000000000001,44.94268891746277,44.98481068883464
2021-06-28 00:23:00,45.00000000000001,44.93314733649928,44.97770187137207
2021-06-28 00:24:00,45.00000000000001,44.9284987980374,44.97560132804371
2021-06-28 00:25:00,45.00000000000001,44.928671467339775,44.97826797356259
2021-06-28 00:26:00,45.00000000000001,44.93140528606176,44.983467072264624
2021-06-28 00:27:00,45.00000000000001,44.93554327470487,44.990054607954846
2021-06-28 00:28:00,45.00000000000001,44.94094821357231,44.99789489840587
2021-06-28 00:29:00,45.00000000000001,44.94676621863498,45.00614362687809
2021-06-28 00:30:00,45.00000000000001,44.95212970193549,45.013942926248454
2021-06-28 00:31:00,45.00000000000001,44.95710905651504,45.02136240084378
2021-06-28 00:32:00,45.00000000000001,44.960732805798834,45.02744145893702
2021-06-28 00:33:00,45.00000000000001,44.962890049668005,45.032070442982665
2021-06-28 00:34:00,45.00000000000001,44.965132420033136,45.03678359972984
2021-06-28 00:35:00,45.00000000000001,44.97056409314067,45.04465032487885
2021-06-28 00:36:00,45.00000000000001,44.98237917922885,45.05882894046209
2021-06-28 00:37:00,45.00000000000001,45.00055487193946,45.07929689565374
2021-06-28 00:38:00,45.00000000000001,45.02394974432086,45.10492555254815
2021-06-28 00:39:00,45.00000000000001,45.05108887246117,45.134256512924985
2021-06-28 00:40:00,45.00000000000001,45.07830896006417,45.16366752565933
2021-06-28 00:41:00,45.00000000000001,45.10315790655,45.190733964576964
2021-06-28 00:42:00,45.00000000000001,45.12671643000481,45.2165244389267
2021-06-28 00:43:00,45.00003345814479,45.14857256669337,45.24063160079487
2021-06-28 00:44:00,45.00025163265504,45.16751060299988,45.2618533579519
2021-06-28 00:45:00,45.001359614241345,45.18478833882516,45.28143341735926
2021-06-28 00:46:00,45.00574176642274,45.203921127989354,45.30284774527791
2021-06-28 00:47:00,45.01923974540639,45.22553135514512,45.32671175289108
2021-06-28 00:48:00,45.05161971370875,45.247464911623,45.35089546710345
2021-06-28 00:49:00,45.11214691673621,45.268935363544266,45.37462126558488
2021-06-28 00:50:00,45.20038297068886,45.28997399345119,45.39792008037437
