index,0,1,2,3,4,5,6,7,8
0,0.0,0.00519954464135993,0.06565611125435525,-0.14999017395717884,-0.016203703703703706,-0.19681674129751683,-0.1233202959260701,-0.5103103630798288,-0.5103103630798288
1,0.0,0.005290954852091308,0.06589059736597795,-0.1505454131351077,-0.016261574074074074,-0.1808629183728461,-0.1233202959260701,-0.510877374594362,-0.510877374594362
2,0.0,0.006678852639000924,0.0537336622707801,-0.11714055977531103,-1.84513151891649e-06,-0.07511526759065822,-0.11013876144667027,-0.03563802685446484,-0.08476039159954739
3,0.0,0.025713019627286463,0.45448733951887754,-0.12973369079712135,-3.1610020679477035e-05,-0.08414948556912909,-0.09637868631841866,0.9630174156805953,0.8425075687595224
4,0.0,0.027025715147432808,0.5194319029726647,-0.2579684842399559,-3.1610020679477035e-05,-0.08850621654409646,-0.09641326857040407,1.1478945826662525,1.0190804615963527
5,0.0,0.00519078888407547,0.06589059736597795,-0.15061673582013718,-0.016261574074074074,-0.19540637226062216,-0.1233202959260701,-0.5108773745943619,-0.5108773745943619
6,0.0,0.005372815329806167,0.06589059736597795,-0.1505454131351077,-0.016261574074074074,-0.1649984494339122,-0.1233202959260701,-0.4779907067514397,-0.4779907067514397
7,0.0,0.012227457873965718,0.18370812078472543,-0.010359261227820618,-7.045102199184341e-05,-0.05358363090648614,-0.10887146759780325,0.4795723282722212,0.4044999775473812
8,0.0,0.02622873554189849,0.4685972740513341,-0.15759413736935848,-3.1610020679477035e-05,-0.08457493635555845,-0.09638472869253498,1.0214922665061854,0.8990686504538047
9,0.0,0.026999306338080897,0.5267116315769411,-0.27234250485452965,-3.1610020679477035e-05,-0.08954625529678938,-0.09641326857040407,1.178063471345833,1.0492493502759332
10,0.0,0.005286195254907075,0.06565611125435525,-0.14999017395717884,-0.016203703703703706,-0.17994270367972456,-0.1233202959260701,-0.4762896722078402,-0.4762896722078402
11,0.0,0.014019108657570981,0.21400179860418914,-0.09279745230748325,-0.02194940283608624,-0.11359730448622456,-0.12319639253635424,-0.13103826861650225,-0.15227020561283255
12,0.0,0.013352490635767156,0.197818055317182,-0.007141924116595888,-7.045102199184341e-05,-0.05355215001169418,-0.1088775099719196,0.5380471790978115,0.46106105924166374
13,0.0,0.026449576798071153,0.4758770026556106,-0.17196815798393245,-3.1610020679477035e-05,-0.08491437516787292,-0.09638472869253498,1.051661155185766,0.9292375391333851
14,0.0,0.026991092765924662,0.528016373593564,-0.2749187531823343,-3.1610020679477035e-05,-0.08974859804439181,-0.09641361477214659,1.1834706257597956,1.0545075638676347
15,0.0,0.014018962523225091,0.23554559585934706,-0.15122714137569196,-0.027274121533627196,-0.13415229356996683,-0.12320307044965109,-0.2875085498933895,-0.30871450116581867
16,0.0,0.015981476622998394,0.2281117331366457,-0.07886722902136548,-0.02194940283608624,-0.11294171014113391,-0.12320243491047056,-0.072563417790912,-0.09570912391855006
17,0.0,0.013947598149723676,0.20509778392145853,-0.021515944731169866,-7.045102199184341e-05,-0.05355700858637254,-0.1088775099719196,0.568216067777392,0.49122994792124425
18,0.0,0.02648567772809473,0.4771817446722334,-0.17454440631173704,-3.1610020679477035e-05,-0.08498440418441686,-0.0963850748942775,1.0570683095997286,0.9344957527250867
19,0.0,0.026991092765924662,0.528016373593564,-0.2749187531823343,-3.1610020679477035e-05,-0.08974859804439181,-0.09641361477214659,1.1834706257597956,1.0545075638676347
20,0.0,0.01640446486014571,0.25434525262425756,-0.1499923107349241,-0.0284315289410346,-0.1324480046436798,-0.12320911282376742,-0.2630543899397878,-0.28617411034352486
21,0.0,0.016954613111889012,0.23539146174092224,-0.07168021871407895,-0.02194940283608624,-0.1127224873320683,-0.12320243491047056,-0.04239452911133152,-0.06554023523896962
22,0.0,0.014050595228055185,0.2064025259380813,-0.024092193058974445,-7.045102199184341e-05,-0.05355932802922028,-0.10887785617366212,0.5736232221913545,0.49648816151294584
23,0.0,0.02648567772809473,0.4771817446722334,-0.17454440631173704,-3.1610020679477035e-05,-0.08498440418441686,-0.0963850748942775,1.0570683095997286,0.9344957527250867
24,0.0,0.026991092765924662,0.528016373593564,-0.2749187531823343,-3.1610020679477035e-05,-0.08974859804439181,-0.09641361477214659,1.1834706257597956,1.0545075638676347
