index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-0.021802384181130396,-0.021086064508014257,-0.02225068829975635,-0.022909152919193543,-0.022221404832147573,-0.022427945174260444,-0.023680258649316277,-0.023651999390115586,-0.02354230597504009,-0.023371016347767448,-0.02317883468744214,-0.02387213626057444,-0.023572354902181514,-0.024072689568475247,-0.02382595724259723,-0.023587006732007032,-0.02400528120606399,-0.023835205709465346,-0.024193604052847928,-0.024062269532668934,-0.023947209716297213,-0.02392260920843231,-0.02423656819848391,-0.024247705353174942,-0.024345278064112852,-0.024756750797367222,-0.02514102648981159,-0.025514275374461104,-0.025853481836171144,-0.02616694047397522,-0.026451021845589506,-0.02671477407004702,-0.02697771972601154,-0.027230512460824585,-0.027473844870237574,-0.0277090221567608,-0.02793336847999911,-0.02815341957078593,-0.02837228725856028,-0.028580616767308553,-0.02877564117538617,-0.028968142534536556,-0.02914866112844311,-0.02933638043880943,-0.02951353090663461,-0.029685697835638514,-0.02985056582607376,-0.030012063746200635,-0.030167082360919417,-0.030322129771833406
1,-0.02083333333333326,-0.025785725775852142,-0.026615608635095267,-0.026987256124823666,-0.0270183097873391,-0.026939304904261996,-0.027412223027106997,-0.02745387479716732,-0.027377783328419225,-0.027263474498045226,-0.027063366370013386,-0.027697694890415625,-0.027464359545313233,-0.028035846089322636,-0.02782398317396384,-0.02763864667901761,-0.028066111682044648,-0.02788820001100467,-0.028272925074480537,-0.02814396450039558,-0.028080322903768384,-0.028091898637007007,-0.028166101410754485,-0.028270418730499625,-0.02840952675876507,-0.028559557944889957,-0.028675457522880143,-0.029005344607926142,-0.029372742016566478,-0.029697252488049664,-0.029957396373384126,-0.03022143272832334,-0.030465535975654268,-0.03069084070063377,-0.030915871201908973,-0.03114146648652727,-0.031344101130600044,-0.03154794124723237,-0.03174207267123519,-0.031925851950082684,-0.03209785396527631,-0.03227622493109661,-0.03245195019072544,-0.03261613420477483,-0.032775495534570265,-0.032930482851258214,-0.03307802188908093,-0.033223927049900626,-0.03336283083142266,-0.033507056383362044
2,-0.02146122236672704,-0.02298093579451599,-0.02368761395074137,-0.024017502954540026,-0.02455917542812508,-0.024893494283422135,-0.025073392419529272,-0.02528561001424562,-0.025007722589296233,-0.025281238098561143,-0.02528546569051504,-0.025157044382046023,-0.024972078892688654,-0.02556602475660713,-0.025378724426262322,-0.025216876981039693,-0.025679118001101398,-0.02553486538323596,-0.025469006315836484,-0.02583416813079753,-0.025789041854555494,-0.025758445661251517,-0.025765713319537864,-0.025826612336957988,-0.02592382651002001,-0.02589363865914951,-0.025947375106312898,-0.026005620169574473,-0.026187385351933712,-0.02648112584373996,-0.02675474180630344,-0.02700788509522739,-0.027249850050217628,-0.027481901008606813,-0.027710827467509136,-0.027928294826932265,-0.028134396639309944,-0.028342005673210657,-0.028530210813622725,-0.028715464062759155,-0.028894105603145703,-0.029072699955546955,-0.0292400604567854,-0.02939249013542672,-0.029549448155352986,-0.029701826249269703,-0.02985265577983548,-0.029996429769454158,-0.03013597845004573,-0.030271579132673032
3,-0.02129285709708545,-0.02217319494715536,-0.023021008163297108,-0.02379768649789843,-0.024452771156074166,-0.026316389823281577,-0.027797611818525553,-0.02901715420612641,-0.030032467691497006,-0.030951530618751666,-0.0317223335923823,-0.03237736291732199,-0.03297359821141682,-0.03357258521335785,-0.03408460519438497,-0.034557285056579845,-0.03502203498031034,-0.035452412359030294,-0.03585852101941861,-0.03627121114547294,-0.03663908188689549,-0.037016067963774935,-0.03737096739523421,-0.03771046208744816,-0.03802930759479861,-0.03832703704022211,-0.03861338464465203,-0.03887914352072255,-0.03915624997008246,-0.03939712456288266,-0.03962021159460616,-0.03983149496573715,-0.04002044479086153,-0.04021026965230484,-0.04039300534969795,-0.04056770425231768,-0.040732053607548946,-0.040893764415692896,-0.04104317484665568,-0.04118346059775671,-0.041323970344503164,-0.04146536288876515,-0.041595380126220244,-0.041721851487044104,-0.041842593377788784,-0.04196403176951549,-0.04208103990840942,-0.04219208367782695,-0.042311112859132693,-0.04241602532585789
4,-0.020848833506535366,-0.020389510428132307,-0.021339858044262576,-0.023899152005723203,-0.02611966866215936,-0.02783016306257679,-0.02924909279532846,-0.030482357956300936,-0.03156450157278801,-0.03249571806912285,-0.03323595406703225,-0.033860202176355624,-0.034415209889099414,-0.034904442763912996,-0.03536088861027523,-0.03578598157152713,-0.03618044732264116,-0.03653882661228884,-0.03688252771176982,-0.03721448279964705,-0.037536080058926516,-0.037841954161973626,-0.03813400920479588,-0.03841468281370074,-0.03868091731387569,-0.03894367786400696,-0.03919770530626383,-0.03944765495616164,-0.03968648743769626,-0.03991952406796653,-0.040153009922586455,-0.040375148778587715,-0.04059096683003586,-0.0408040685756773,-0.041010529105199506,-0.04121188822917857,-0.04140283475350168,-0.04159126675195807,-0.041775933701747,-0.04194402476969852,-0.04210397720944785,-0.04225522869150973,-0.042410830655556495,-0.04256170783833946,-0.0427074019337744,-0.04284530139998831,-0.042982753336724536,-0.04311244494678061,-0.04323985254028326,-0.04336362108753422
5,-0.01782151586930854,-0.023007298267589866,-0.02833386362838029,-0.03365818915022836,-0.03733273294902594,-0.040066413096241836,-0.04220145278154547,-0.04396344029941362,-0.04538816358778198,-0.04656461350408934,-0.04757796028980308,-0.04848114097468713,-0.04932321892048062,-0.05001411638156392,-0.05078278054460851,-0.051265631436529985,-0.051901834259032255,-0.05229529841251577,-0.05281213079738244,-0.05318728340433175,-0.05358468747259199,-0.05407152762431726,-0.05430821926996501,-0.05473023072956715,-0.05494224545950089,-0.0552581917295246,-0.05556378976030013,-0.05587570144524853,-0.05605468355153041,-0.05636882467583924,-0.0564952168792813,-0.056824629903202736,-0.05695359622907289,-0.057155352603988144,-0.057423041096121286,-0.05761492310243989,-0.05768646215233278,-0.057847014025189464,-0.05801091141470212,-0.05816830348308741,-0.05833450575875039,-0.05848123623530526,-0.0586730968043854,-0.058760574369311855,-0.05899315299607423,-0.05910839236121253,-0.05924893741519656,-0.05925661050752047,-0.059404717083797694,-0.05951453198583424
6,-0.020805698032803983,-0.021420574432790527,-0.02311734194149902,-0.0261327458295167,-0.02827796037923264,-0.02985379078826542,-0.031062518046882055,-0.03200702605712616,-0.03272568659548836,-0.033309542574623055,-0.03383006296568371,-0.034285875322662904,-0.034690777541097936,-0.03505302310746369,-0.03537855430689438,-0.03566360820890478,-0.03593310659477396,-0.03618541748374958,-0.036422386918542035,-0.03663634285285963,-0.03683624578724151,-0.037024465078262875,-0.03720244411095616,-0.03737682166010915,-0.03753511270114729,-0.037685258773411195,-0.0378316505028472,-0.03797305393716234,-0.038101315175541675,-0.03822644965771209,-0.03834667906772829,-0.03845473430235699,-0.03856084874751853,-0.03866051213996867,-0.03875959926690238,-0.038854942447633684,-0.03894678966748859,-0.03903522932549114,-0.03912670467535852,-0.039212732323581065,-0.039292429448847394,-0.03936631908207884,-0.039444588493217844,-0.03952028155220011,-0.0395934851877322,-0.039657804158449134,-0.03972647654374026,-0.03979366254815271,-0.03985890123433686,-0.03992220915732855
7,-0.02098138017038864,-0.02094235482191742,-0.022866635517108547,-0.023057117111033865,-0.023345567762558694,-0.02247746411903373,-0.022570015948187194,-0.022549497214064518,-0.02351207037306957,-0.023311817760018894,-0.023107698190173442,-0.023765335344934524,-0.02355197242803242,-0.023330289321338515,-0.023897434365272474,-0.0237453647169108,-0.02358137484387779,-0.024075377895822703,-0.023941350531982986,-0.02438389168038424,-0.024353294159518812,-0.024307032452004274,-0.024373271295778265,-0.02446890508315791,-0.024575202767394888,-0.024706965662371072,-0.02498243751999274,-0.025347205958607066,-0.025684422168032794,-0.025983577366887944,-0.026258223351971255,-0.02652055955501953,-0.02677510141440176,-0.027023088019137997,-0.02725869191666419,-0.027488265169270054,-0.02770604653212816,-0.027915833183824512,-0.02811513269693311,-0.028306912044693044,-0.028495648405272078,-0.02867175283048984,-0.02884825294347082,-0.029019382249579895,-0.029185160073838423,-0.02934564167828202,-0.029502100609324122,-0.029650760393066244,-0.029798362223826702,-0.02994467896465225
8,-0.02113297153794802,-0.023552518306883208,-0.02809748046125815,-0.03130538944079442,-0.03340161179101564,-0.03489316629514205,-0.03602954402642422,-0.03689642677245719,-0.03758883727599016,-0.03825952566963153,-0.03873252370258107,-0.039166925658990714,-0.03956688038426803,-0.039952177416915036,-0.04024690642770501,-0.040510804876013995,-0.040787262705519134,-0.041004526116313555,-0.041207008392640465,-0.04142246647554171,-0.041594800716109104,-0.041793805427575825,-0.04198160799383566,-0.042154112357166484,-0.042298383917685145,-0.04243246189038774,-0.042573140822891875,-0.042691991846960375,-0.04280590896882164,-0.04289632260494802,-0.04298138135517393,-0.04305634472154851,-0.043131187269841886,-0.043202696017200504,-0.0432770039805096,-0.043348793787610584,-0.0434143461302251,-0.043483944877586334,-0.04355117055152968,-0.043603473385599334,-0.04365996366469682,-0.043717540663511745,-0.04377328378636025,-0.043829992424476605,-0.04387279689198431,-0.04391735006259567,-0.04396942738715637,-0.044014259241374254,-0.04405446962221815,-0.044102533036848524
9,-0.02105533862441061,-0.020927564718222994,-0.02468320637873912,-0.02765445117271215,-0.02972048983346538,-0.031235236759310652,-0.03244871813998049,-0.03346386527244888,-0.03432826411626509,-0.03505692358961107,-0.03563401547342189,-0.03612812097618043,-0.036553574196331096,-0.03694660165410989,-0.037302253584371586,-0.03762804627986453,-0.03795205117088951,-0.03825790268507455,-0.038543662682588645,-0.038807884152489314,-0.03905296560490043,-0.03928376472067459,-0.03950701758085007,-0.03971881739411076,-0.039916045542208844,-0.04010231934454293,-0.04026771705687013,-0.040431325948444494,-0.0405888256058045,-0.04074432691832505,-0.040896035299523,-0.0410360713652205,-0.041178936925106935,-0.04131398019458857,-0.041438099579935606,-0.041566272835887805,-0.04168081559728483,-0.0417976802359684,-0.04191047006975665,-0.04201573581796508,-0.04212192453779262,-0.04222474719464071,-0.04232117900253729,-0.042414953016697746,-0.04250344188698453,-0.04258742439784627,-0.04267045554986253,-0.042756954000851805,-0.042838401894450415,-0.04291460179527355
