index,power_demand,power_load,power_pv
2021-04-08 23:00:00,13.21911031964645,13.21911031964645,0.0
2021-04-08 23:01:00,13.165582895747537,13.165582895747537,0.0
2021-04-08 23:02:00,13.112055471848624,13.112055471848624,0.0
2021-04-08 23:03:00,13.05852804794971,13.05852804794971,0.0
2021-04-08 23:04:00,13.005000624050798,13.005000624050798,0.0
2021-04-08 23:05:00,12.951473200151884,12.951473200151884,0.0
2021-04-08 23:06:00,12.897945776252973,12.897945776252973,0.0
2021-04-08 23:07:00,12.84441835235406,12.84441835235406,0.0
2021-04-08 23:08:00,12.790890928455147,12.790890928455147,0.0
2021-04-08 23:09:00,12.737363504556233,12.737363504556233,0.0
2021-04-08 23:10:00,12.68383608065732,12.68383608065732,0.0
2021-04-08 23:11:00,12.630308656758407,12.630308656758407,0.0
2021-04-08 23:12:00,12.576781232859494,12.576781232859494,0.0
2021-04-08 23:13:00,12.52325380896058,12.52325380896058,0.0
2021-04-08 23:14:00,12.469726385061668,12.469726385061668,0.0
2021-04-08 23:15:00,12.416198961162756,12.416198961162756,0.0
2021-04-08 23:16:00,12.362671537263843,12.362671537263843,0.0
2021-04-08 23:17:00,12.30914411336493,12.30914411336493,0.0
2021-04-08 23:18:00,12.255616689466017,12.255616689466017,0.0
2021-04-08 23:19:00,12.202089265567103,12.202089265567103,0.0
2021-04-08 23:20:00,12.14856184166819,12.14856184166819,0.0
2021-04-08 23:21:00,12.095034417769277,12.095034417769277,0.0
2021-04-08 23:22:00,12.041506993870364,12.041506993870364,0.0
2021-04-08 23:23:00,11.98797956997145,11.98797956997145,0.0
2021-04-08 23:24:00,11.934452146072537,11.934452146072537,0.0
2021-04-08 23:25:00,11.880924722173624,11.880924722173624,0.0
2021-04-08 23:26:00,11.827397298274713,11.827397298274713,0.0
2021-04-08 23:27:00,11.7738698743758,11.7738698743758,0.0
2021-04-08 23:28:00,11.720342450476886,11.720342450476886,0.0
2021-04-08 23:29:00,11.666815026577973,11.666815026577973,0.0
2021-04-08 23:30:00,11.61328760267906,11.61328760267906,0.0
2021-04-08 23:31:00,11.559760178780147,11.559760178780147,0.0
2021-04-08 23:32:00,11.506232754881234,11.506232754881234,0.0
2021-04-08 23:33:00,11.45270533098232,11.45270533098232,0.0
2021-04-08 23:34:00,11.39917790708341,11.39917790708341,0.0
2021-04-08 23:35:00,11.345650483184496,11.345650483184496,0.0
2021-04-08 23:36:00,11.292123059285583,11.292123059285583,0.0
2021-04-08 23:37:00,11.23859563538667,11.23859563538667,0.0
2021-04-08 23:38:00,11.185068211487756,11.185068211487756,0.0
2021-04-08 23:39:00,11.131540787588843,11.131540787588843,0.0
2021-04-08 23:40:00,11.07801336368993,11.07801336368993,0.0
2021-04-08 23:41:00,11.024485939791017,11.024485939791017,0.0
2021-04-08 23:42:00,10.970958515892104,10.970958515892104,0.0
2021-04-08 23:43:00,10.91743109199319,10.91743109199319,0.0
2021-04-08 23:44:00,10.863903668094277,10.863903668094277,0.0
2021-04-08 23:45:00,10.810376244195364,10.810376244195364,0.0
2021-04-08 23:46:00,10.756848820296453,10.756848820296453,0.0
2021-04-08 23:47:00,10.70332139639754,10.70332139639754,0.0
2021-04-08 23:48:00,10.649793972498626,10.649793972498626,0.0
2021-04-08 23:49:00,10.596266548599713,10.596266548599713,0.0
2021-04-08 23:50:00,10.5427391247008,10.5427391247008,0.0
2021-04-08 23:51:00,10.489211700801887,10.489211700801887,0.0
2021-04-08 23:52:00,10.435684276902974,10.435684276902974,0.0
2021-04-08 23:53:00,10.382156853004062,10.382156853004062,0.0
2021-04-08 23:54:00,10.328629429105149,10.328629429105149,0.0
2021-04-08 23:55:00,10.275102005206236,10.275102005206236,0.0
2021-04-08 23:56:00,10.221574581307323,10.221574581307323,0.0
2021-04-08 23:57:00,10.16804715740841,10.16804715740841,0.0
2021-04-08 23:58:00,10.114519733509496,10.114519733509496,0.0
2021-04-08 23:59:00,10.060992309610583,10.060992309610583,0.0
2021-04-09 00:00:00,10.00746488571167,10.00746488571167,0.0
2021-04-09 00:01:00,10.01461296081543,10.01461296081543,0.0
2021-04-09 00:02:00,10.021761035919189,10.021761035919189,0.0
2021-04-09 00:03:00,10.02890911102295,10.02890911102295,0.0
2021-04-09 00:04:00,10.036057186126708,10.036057186126708,0.0
2021-04-09 00:05:00,10.043205261230469,10.043205261230469,0.0
2021-04-09 00:06:00,10.05035333633423,10.05035333633423,0.0
2021-04-09 00:07:00,10.057501411437988,10.057501411437988,0.0
2021-04-09 00:08:00,10.064649486541748,10.064649486541748,0.0
2021-04-09 00:09:00,10.071797561645507,10.071797561645507,0.0
2021-04-09 00:10:00,10.078945636749268,10.078945636749268,0.0
2021-04-09 00:11:00,10.086093711853028,10.086093711853028,0.0
2021-04-09 00:12:00,10.093241786956787,10.093241786956787,0.0
2021-04-09 00:13:00,10.100389862060547,10.100389862060547,0.0
2021-04-09 00:14:00,10.107537937164306,10.107537937164306,0.0
2021-04-09 00:15:00,10.114686012268066,10.114686012268066,0.0
2021-04-09 00:16:00,10.121834087371827,10.121834087371827,0.0
2021-04-09 00:17:00,10.128982162475586,10.128982162475586,0.0
2021-04-09 00:18:00,10.136130237579346,10.136130237579346,0.0
2021-04-09 00:19:00,10.143278312683105,10.143278312683105,0.0
2021-04-09 00:20:00,10.150426387786865,10.150426387786865,0.0
2021-04-09 00:21:00,10.157574462890626,10.157574462890626,0.0
2021-04-09 00:22:00,10.164722537994384,10.164722537994384,0.0
2021-04-09 00:23:00,10.171870613098145,10.171870613098145,0.0
