index,prediction,label,err
347,146.28954,143.92683,-2.3627014
348,140.13976,136.19641,-3.943344
349,120.41962,115.11662,-5.302994
350,97.64382,95.33179,-2.3120346
351,91.602875,90.9439,-0.6589737
352,109.57299,106.28869,-3.2843018
353,138.71956,132.59814,-6.121414
354,155.75575,153.93875,-1.8170013
355,160.83293,157.26845,-3.5644836
356,144.0596,138.87814,-5.1814575
357,107.422226,104.71292,-2.7093048
358,65.204956,66.22643,1.0214767
359,33.34843,34.08682,0.73838806
360,13.644358,13.2159605,-0.42839718
361,2.4225652,2.4591904,0.036625147
362,0.0,0.0,0.0
363,0.0,0.0,0.0
364,0.0,1.1562918,1.1562918
365,5.1486945,5.8371334,0.6884389
366,16.130676,17.066954,0.9362774
367,36.92973,38.20476,1.275032
368,71.895546,69.68997,-2.205574
369,106.49163,106.04679,-0.44483948
370,135.43471,136.67407,1.2393646
371,148.87408,151.11172,2.2376404
372,141.67319,145.39258,3.7193909
373,123.51897,125.51217,1.9932022
374,101.26771,105.31473,4.04702
375,96.09393,98.1867,2.0927658
376,107.129654,107.22222,0.092567444
377,119.521194,122.46112,2.9399261
378,125.76507,128.53583,2.7707596
379,115.603325,116.143265,0.5399399
380,87.06592,87.79845,0.7325287
381,52.995094,54.35039,1.3552971
382,24.543413,26.590696,2.0472832
383,9.378363,9.277625,-0.10073757
384,0.0,1.1388139,1.1388139
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.61742574,0.61742574
388,2.6337106,2.0372689,-0.59644175
389,5.7000704,5.5591516,-0.14091873
390,14.64029,14.047372,-0.5929184
391,31.902359,31.227694,-0.67466545
392,59.3907,59.000973,-0.38972855
393,93.108574,94.07423,0.96565247
394,128.13515,127.94199,-0.19315338
395,153.2562,152.15466,-1.101532
396,163.82182,164.3252,0.5033722
397,164.15337,167.9404,3.787033
398,161.84639,166.00912,4.162735
399,149.00032,156.70059,7.7002716
400,131.72884,136.56396,4.835129
401,103.021576,106.71227,3.6906967
402,71.396095,73.900024,2.5039291
403,45.22325,45.761223,0.5379715
404,25.006947,26.22688,1.2199326
405,16.654152,15.012325,-1.6418266
406,12.870589,9.60787,-3.2627192
407,9.986111,7.144477,-2.8416338
408,7.617694,5.52484,-2.092854
409,4.397731,3.8723896,-0.5253413
410,0.0,0.97134674,0.97134674
411,0.0,0.0,0.0
412,0.0,0.70866245,0.70866245
413,5.1718254,5.1922755,0.020450115
414,18.62333,16.737036,-1.8862934
415,40.85851,38.30631,-2.5522003
416,72.48399,69.27494,-3.209053
417,107.19641,103.36954,-3.8268738
418,132.82037,131.43523,-1.3851471
419,148.62096,147.44261,-1.1783447
420,153.04115,150.97725,-2.0639038
421,142.83705,143.68686,0.84980774
422,123.589264,125.889015,2.2997513
423,95.148735,98.659996,3.511261
424,64.34087,67.24448,2.9036026
425,35.745304,39.302086,3.5567818
426,16.829712,19.666359,2.836647
427,7.4788523,8.114487,0.6356344
428,0.0,1.7201705,1.7201705
429,0.0,0.0,0.0
430,0.0,0.0,0.0
431,0.0,0.0,0.0
