index,prediction,label,err
462,0.0,0.0,0.0
463,0.0,0.0,0.0
464,0.0,0.0,0.0
465,0.0,0.0,0.0
466,0.0,0.0,0.0
467,0.0,0.0,0.0
468,0.0,0.0,0.0
469,0.0,0.0,0.0
470,0.0,0.0,0.0
471,0.0,0.0,0.0
472,0.0,0.0,0.0
473,0.0,0.0,0.0
474,0.0,0.0,0.0
475,0.0,0.0,0.0
476,0.0,0.0,0.0
477,0.0,0.0,0.0
478,0.0,0.0,0.0
479,0.0,0.0,0.0
480,0.0,0.0,0.0
481,0.0,0.0,0.0
482,0.0,0.0,0.0
483,0.0,0.0,0.0
484,0.0,0.0,0.0
485,0.0,0.0,0.0
486,0.0,0.0,0.0
487,0.0,0.0,0.0
488,0.0,0.0,0.0
489,0.0,0.0,0.0
490,2.4624856,0.0,-2.4624856
491,8.37813,4.2255774,-4.1525526
492,20.33029,14.795131,-5.535159
493,36.95289,33.455494,-3.4973946
494,68.7485,59.814503,-8.933994
495,95.898384,88.20223,-7.6961517
496,110.935684,108.23075,-2.7049332
497,112.380226,110.364525,-2.0157013
498,96.252884,93.13789,-3.1149902
499,69.406944,64.870026,-4.5369186
500,39.75583,37.446476,-2.3093529
501,19.913555,18.342236,-1.5713196
502,7.2410107,8.124146,0.8831358
503,3.4335928,3.586108,0.15251517
504,1.4703448,1.6060609,0.13571608
505,1.4703448,0.577602,-0.89274275
506,0.45232844,0.010547221,-0.44178122
507,0.0,0.0,0.0
508,0.42594635,1.3386025,0.9126562
509,5.957839,6.0937886,0.13594961
510,17.54776,17.690437,0.1426773
511,39.77227,39.14247,-0.6297989
512,72.56338,69.61713,-2.946251
513,106.182045,102.72477,-3.4572754
514,135.0793,129.93907,-5.1402283
515,152.9714,146.4791,-6.4923096
516,158.17683,153.1589,-5.017929
517,155.18192,153.26704,-1.9148712
518,150.79921,149.76051,-1.0386963
519,147.04062,144.58794,-2.4526825
520,137.20204,137.29643,0.09439087
521,122.33745,124.15191,1.8144608
522,99.80367,102.00876,2.2050858
523,72.67933,74.12001,1.4406815
524,51.0279,50.151432,-0.87646866
525,41.27768,39.405224,-1.8724556
526,43.66841,43.774654,0.10624313
527,53.661533,52.737103,-0.92443085
528,60.54422,59.45901,-1.0852089
529,53.2284,54.14733,0.91893005
530,33.224506,37.63111,4.406605
531,1.511064,0.0,-1.511064
532,0.0,5.6761885,5.6761885
533,0.0,0.0,0.0
534,4.9978967,4.4108624,-0.5870342
535,21.78978,19.948591,-1.8411884
536,47.12448,46.084984,-1.0394974
537,78.01743,78.169014,0.15158081
538,108.41246,107.75755,-0.6549072
539,127.204056,127.00639,-0.19766235
540,130.24953,133.22287,2.973343
541,124.4712,129.73756,5.266365
542,119.251564,122.885284,3.6337204
543,112.586105,116.938156,4.352051
544,106.09356,110.50031,4.4067535
545,95.407524,98.44686,3.0393372
546,74.73885,78.17603,3.4371796
547,49.513954,53.10006,3.5861053
548,29.7701,29.696602,-0.07349777
549,10.7197485,12.390921,1.6711721
550,0.4532311,1.681234,1.2280029
551,0.0,0.0,0.0
552,0.0,0.0,0.0
553,0.0,0.0,0.0
554,0.0,0.0,0.0
555,0.0,0.0,0.0
556,0.0,0.0,0.0
557,3.8058724,4.198138,0.3922658
558,11.932934,12.294466,0.3615322
559,29.481323,28.707424,-0.7738991
560,56.407593,55.255165,-1.1524277
561,89.50382,88.90778,-0.5960388
562,122.30555,121.78265,-0.5228958
563,145.5661,146.25595,0.68984985
564,157.28545,160.36931,3.0838623
565,165.68614,167.29973,1.6135864
566,167.5784,170.14343,2.565033
567,164.84415,168.42203,3.5778809
568,154.6765,158.90793,4.23143
569,133.72165,138.70552,4.9838715
570,105.45873,108.493095,3.0343628
571,71.55584,73.95612,2.4002838
572,42.420437,43.31087,0.89043427
573,22.545904,22.347578,-0.19832611
574,14.389193,11.700115,-2.6890774
575,9.056672,8.31502,-0.7416525
576,8.190696,8.471935,0.2812395
577,8.666269,8.732492,0.066223145
578,4.5878906,8.508186,3.9202957
579,1.4703448,0.0,-1.4703448
580,1.4703448,3.1748228,1.704478
581,0.555341,1.031899,0.47655797
582,0.22612202,0.0,-0.22612202
583,0.34257042,0.32384837,-0.018722057
584,1.0251735,1.5114237,0.48625016
585,1.506343,2.6777298,1.1713868
586,1.5785164,3.049314,1.4707977
587,1.4703448,2.4306245,0.9602797
588,1.4703448,1.2626741,-0.20767069
589,1.4703448,0.22569855,-1.2446462
590,1.4703448,0.0,-1.4703448
591,1.4703448,0.4722864,-0.9980584
592,1.4703448,1.8509058,0.380561
593,1.4703448,3.9269812,2.4566364
594,1.4703448,6.147115,4.67677
595,1.4703448,7.7555895,6.285245
596,1.4703448,8.305886,6.8355417
597,1.4703448,8.038386,6.568042
598,1.4703448,7.4815474,6.011203
